SRR12801019	/mnt/data/intron_prospector_runs/2026-05-05_20-28-22/SRR12801019.bed	control
SRR12801020	/mnt/data/intron_prospector_runs/2026-05-05_20-28-22/SRR12801020.bed	SUGP1_kd
SRR12801023	/mnt/data/intron_prospector_runs/2026-05-05_20-28-22/SRR12801023.bed	control
SRR12801024	/mnt/data/intron_prospector_runs/2026-05-05_20-28-22/SRR12801024.bed	SUGP1_kd
SRR12801027	/mnt/data/intron_prospector_runs/2026-05-05_20-28-22/SRR12801027.bed	control
SRR12801028	/mnt/data/intron_prospector_runs/2026-05-05_20-28-22/SRR12801028.bed	SUGP1_kd
