TCGA-91-6829-01A-f3968b44-8997-4be0-ad22-4bd460e5b9d1	u2af1-wt
TCGA-05-4410-01A-243e1ddf-9b74-42c0-b357-13b302b039f9	u2af1-wt
TCGA-80-5611-01A-c116d279-6f22-40c9-9521-d5e36af646e5	u2af1-wt
TCGA-50-8460-01A-3dbc67a1-c49d-407c-867b-dc453f3aebc0	u2af1-s34f
TCGA-55-A48Z-01A-f9a5ba92-d9d1-409b-91ba-2bfb209c295d	u2af1-wt
TCGA-95-7947-01A-d596b2b1-0915-41c2-b35c-b343f59b8923	u2af1-wt
TCGA-78-7145-01A-eae099b8-7486-42dc-9565-c875662eb729	u2af1-s34f
TCGA-55-6985-01A-2a600a38-215c-4b2b-9b9d-ab5d3b9a0bbc	u2af1-wt
TCGA-99-8033-01A-dad25a07-fb2a-42d0-95b6-b072afbdaa7c	u2af1-wt
TCGA-L4-A4E6-01A-1eafc7d3-4753-45e1-82c3-d819f9571404	u2af1-wt
TCGA-44-5644-01A-0a34988b-4886-4852-9b03-7915c44a0647	u2af1-wt
TCGA-95-7039-01A-7c1bff62-84a9-446d-b5dc-bf92cfe6c58e	u2af1-wt
TCGA-64-1677-01A-b1182c5c-410c-41c3-b454-0dfa28bcaa6a	u2af1-wt
TCGA-75-5146-01A-a8393e91-f334-4d1f-b13b-8008cf163fd0	u2af1-wt
TCGA-62-A46P-01A-fda585d3-a881-4831-8dd4-e391fc9d6e7c	u2af1-wt
TCGA-55-8203-01A-7edd3c0d-516d-4b81-bdc1-8ca8997a8bff	u2af1-wt
TCGA-55-7725-01A-44a3eb8c-135f-44f4-82bd-86fb6104a4e8	u2af1-wt
TCGA-55-1595-01A-63da5a36-0ec0-4d89-be9d-7319f0eae8ed	u2af1-s34f
TCGA-50-6590-01A-105ad832-c4e7-4622-8469-c558f5911bbf	u2af1-wt
TCGA-50-5932-01A-98754b25-9c39-4830-b260-2d92b28f2e7a	u2af1-wt
TCGA-55-7573-01A-9b179934-f54d-4256-84bd-3e516685a119	u2af1-wt
